2014-03-17	57	8585742290196126178	14050
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	610708775678702928	54
2014-03-17	57	1042176457941735373	3
2014-03-17	57	1042176457941735373	3
2014-03-17	57	1042176457941735373	3
2014-03-17	57	1042176457941735373	3
2014-03-17	57	1042176457941735373	3
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	8585742290196126178	14050
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	200213566247121195	196
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	610708775678702928	54
2014-03-18	57	1042176457941735373	3
2014-03-18	57	1042176457941735373	3
2014-03-19	57	8585742290196126178	14050
2014-03-19	57	8585742290196126178	14050
2014-03-19	57	8585742290196126178	183
2014-03-19	57	8585742290196126178	183
2014-03-19	57	8585742290196126178	183
2014-03-19	57	8585742290196126178	14050
2014-03-19	57	8585742290196126178	14050
2014-03-19	57	8585742290196126178	14050
2014-03-19	57	8585742290196126178	14050
2014-03-19	57	8585742290196126178	14050
2014-03-19	57	4503647422208828263	196
2014-03-19	57	4503647422208828263	196
2014-03-19	57	4503647422208828263	196
2014-03-19	57	4503647422208828263	196
2014-03-19	57	4503647422208828263	196
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	9894031261020277827	9
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-19	57	610708775678702928	54
2014-03-20	57	8585742290196126178	14050
2014-03-20	57	8585742290196126178	14050
2014-03-20	57	8585742290196126178	14050
2014-03-20	57	8585742290196126178	14050
